timestamp,state,t,v1,v2,v3
2025-04-29T12:02:57.017747,GROUSERTEST,0.000,0.0660430673395441,,
2025-04-29T12:02:57.122158,GROUSERTEST,0.100,0.6700036979431548,,
2025-04-29T12:02:57.233658,GROUSERTEST,0.200,0.9385982398591695,,
2025-04-29T12:02:57.334561,GROUSERTEST,0.300,0.8654981398016064,,
2025-04-29T12:02:57.446475,GROUSERTEST,0.400,0.6847502780939837,,
2025-04-29T12:02:57.554777,GROUSERTEST,0.500,-0.047123622772160034,,
2025-04-29T12:02:57.669193,GROUSERTEST,0.600,-0.5879986389576253,,
2025-04-29T12:02:57.780462,GROUSERTEST,0.700,-0.929012540293043,,
2025-04-29T12:02:57.893310,GROUSERTEST,0.800,-0.8931200143543976,,
2025-04-29T12:02:57.996086,GROUSERTEST,0.900,-0.6658928732278626,,
2025-04-29T12:02:58.106103,GROUSERTEST,1.000,0.037301629454074704,,
2025-04-29T12:02:58.214035,GROUSERTEST,1.100,0.666980849600282,,
2025-04-29T12:02:58.324480,GROUSERTEST,1.200,0.862939818113438,,
2025-04-29T12:02:58.430224,GROUSERTEST,1.300,0.9937674140697139,,
2025-04-29T12:02:58.541081,GROUSERTEST,1.400,0.554238680631798,,
2025-04-29T12:02:58.649118,GROUSERTEST,1.500,-0.024563668836064916,,
2025-04-29T12:02:58.760471,GROUSERTEST,1.600,-0.5579711752580866,,
2025-04-29T12:02:58.870122,GROUSERTEST,1.700,-1.0106208771893699,,
2025-04-29T12:02:58.983665,GROUSERTEST,1.800,-0.9592894372044187,,
2025-04-29T12:02:59.093512,GROUSERTEST,1.900,-0.6057667201377844,,
2025-04-29T12:02:59.203073,GROUSERTEST,2.000,-0.005508789394094983,,
2025-04-29T12:02:59.307817,GROUSERTEST,2.100,0.5662817760526022,,
2025-04-29T12:02:59.415238,GROUSERTEST,2.200,0.9966204175000928,,
2025-04-29T12:02:59.525872,GROUSERTEST,2.300,1.025833308560786,,
2025-04-29T12:02:59.635658,GROUSERTEST,2.400,0.4958778476517824,,
2025-04-29T12:02:59.747772,GROUSERTEST,2.500,-0.004753726556741873,,
2025-04-29T12:02:59.859404,GROUSERTEST,2.600,-0.6058435047441804,,
2025-04-29T12:02:59.968019,GROUSERTEST,2.700,-0.9118846719981651,,
2025-04-29T12:03:00.070735,GROUSERTEST,2.800,-0.9206357336998428,,
2025-04-29T12:03:00.179277,GROUSERTEST,2.900,-0.5908526982656589,,
2025-04-29T12:03:00.290757,GROUSERTEST,3.000,0.015666716491878008,,
2025-04-29T12:03:00.398569,GROUSERTEST,3.100,0.55371959411464,,
2025-04-29T12:03:00.510078,GROUSERTEST,3.200,0.9361720302211666,,
2025-04-29T12:03:00.615342,GROUSERTEST,3.300,1.0415104644542539,,
2025-04-29T12:03:00.723265,GROUSERTEST,3.400,0.6261082473576316,,
2025-04-29T12:03:00.835768,GROUSERTEST,3.500,0.042982407975092674,,
2025-04-29T12:03:00.945776,GROUSERTEST,3.600,-0.5293688683188801,,
2025-04-29T12:03:01.057809,GROUSERTEST,3.700,-1.0267580903646931,,
2025-04-29T12:03:01.165607,GROUSERTEST,3.800,-0.88362022857503,,
2025-04-29T12:03:01.278035,GROUSERTEST,3.900,-0.6011316195774116,,
2025-04-29T12:03:01.385075,GROUSERTEST,4.000,-0.010796939182824436,,
2025-04-29T12:03:01.492127,GROUSERTEST,4.100,0.5041798091609152,,
2025-04-29T12:03:01.602995,GROUSERTEST,4.200,0.925162127250817,,
2025-04-29T12:03:01.709190,GROUSERTEST,4.300,0.9295823917405432,,
