timestamp,state,t,v1,v2,v3
2025-05-02T13:18:21.342572,RUBBERTEST,0.000,,-0.08094689353315909,
2025-05-02T13:18:21.445937,RUBBERTEST,0.100,,0.26193771684491346,
2025-05-02T13:18:21.566528,RUBBERTEST,0.200,,0.6713917662296269,
2025-05-02T13:18:21.666775,RUBBERTEST,0.300,,0.9087730592309644,
2025-05-02T13:18:21.775028,RUBBERTEST,0.400,,0.938402642275738,
2025-05-02T13:18:21.885384,RUBBERTEST,0.500,,1.0736128683861483,
2025-05-02T13:18:21.999331,RUBBERTEST,0.600,,0.8984257099612676,
2025-05-02T13:18:22.106571,RUBBERTEST,0.700,,0.7232272659145366,
2025-05-02T13:18:22.215580,RUBBERTEST,0.800,,0.5571243661198108,
2025-05-02T13:18:22.332115,RUBBERTEST,0.900,,0.2965426220806372,
2025-05-02T13:18:22.428660,RUBBERTEST,1.000,,-0.04783787754062271,
2025-05-02T13:18:22.545612,RUBBERTEST,1.100,,-0.22039659176632134,
2025-05-02T13:18:22.655187,RUBBERTEST,1.200,,-0.6302382687322643,
2025-05-02T13:18:22.763529,RUBBERTEST,1.300,,-0.8060083783014352,
2025-05-02T13:18:22.873253,RUBBERTEST,1.400,,-0.9604086732008846,
2025-05-02T13:18:22.982620,RUBBERTEST,1.500,,-0.9198583775027807,
2025-05-02T13:18:23.087329,RUBBERTEST,1.600,,-0.9535202893443357,
2025-05-02T13:18:23.207497,RUBBERTEST,1.700,,-0.7722689041061064,
2025-05-02T13:18:23.315835,RUBBERTEST,1.800,,-0.48886237554708833,
2025-05-02T13:18:23.421993,RUBBERTEST,1.900,,-0.3509162552511788,
2025-05-02T13:18:23.531291,RUBBERTEST,2.000,,0.00408648367426998,
2025-05-02T13:18:23.641470,RUBBERTEST,2.100,,0.32546572678288055,
2025-05-02T13:18:23.743733,RUBBERTEST,2.200,,0.6407013295161104,
2025-05-02T13:18:23.872758,RUBBERTEST,2.300,,0.9048473691849546,
2025-05-02T13:18:23.983354,RUBBERTEST,2.400,,1.0402487804469471,
2025-05-02T13:18:24.099246,RUBBERTEST,2.500,,1.0541850614287727,
2025-05-02T13:18:24.201950,RUBBERTEST,2.600,,0.9201555935420982,
2025-05-02T13:18:24.318334,RUBBERTEST,2.700,,0.83573921202846,
2025-05-02T13:18:24.421390,RUBBERTEST,2.800,,0.5145524074131853,
2025-05-02T13:18:24.531219,RUBBERTEST,2.900,,0.2947538428528611,
2025-05-02T13:18:24.643438,RUBBERTEST,3.000,,0.0038667280369602745,
2025-05-02T13:18:24.742129,RUBBERTEST,3.100,,-0.3015397544668392,
2025-05-02T13:18:24.863817,RUBBERTEST,3.200,,-0.504635592763598,
2025-05-02T13:18:24.963080,RUBBERTEST,3.300,,-0.7180354144617294,
2025-05-02T13:18:25.076382,RUBBERTEST,3.400,,-0.9587555429366208,
