timestamp,state,t,v1,v2,v3
2025-05-02T13:18:16.763689,GROUSERTEST,0.000,0.008202744058509098,,
2025-05-02T13:18:16.879867,GROUSERTEST,0.100,0.6482121744534068,,
2025-05-02T13:18:16.986304,GROUSERTEST,0.200,1.0406330050630188,,
2025-05-02T13:18:17.107134,GROUSERTEST,0.300,0.9621089640969054,,
2025-05-02T13:18:17.221873,GROUSERTEST,0.400,0.6654216698730799,,
2025-05-02T13:18:17.321865,GROUSERTEST,0.500,0.09569435594496405,,
2025-05-02T13:18:17.443826,GROUSERTEST,0.600,-0.6472264976890694,,
2025-05-02T13:18:17.549923,GROUSERTEST,0.700,-1.0258301474388298,,
2025-05-02T13:18:17.654980,GROUSERTEST,0.800,-1.0143570840190024,,
2025-05-02T13:18:17.763198,GROUSERTEST,0.900,-0.5486957322784651,,
2025-05-02T13:18:17.874851,GROUSERTEST,1.000,-0.05950321363064637,,
2025-05-02T13:18:17.983816,GROUSERTEST,1.100,0.6661032382016897,,
2025-05-02T13:18:18.095626,GROUSERTEST,1.200,0.9937868732883353,,
2025-05-02T13:18:18.202871,GROUSERTEST,1.300,1.0062339483581721,,
2025-05-02T13:18:18.306542,GROUSERTEST,1.400,0.6353067842739439,,
2025-05-02T13:18:18.431620,GROUSERTEST,1.500,0.06923462746793643,,
2025-05-02T13:18:18.526006,GROUSERTEST,1.600,-0.6707438801688006,,
2025-05-02T13:18:18.640822,GROUSERTEST,1.700,-0.9153456762439696,,
2025-05-02T13:18:18.770314,GROUSERTEST,1.800,-0.8682900703711681,,
2025-05-02T13:18:18.879144,GROUSERTEST,1.900,-0.6505690319696975,,
2025-05-02T13:18:18.982523,GROUSERTEST,2.000,-0.060285812405720444,,
2025-05-02T13:18:19.107313,GROUSERTEST,2.100,0.6706898339172067,,
2025-05-02T13:18:19.212070,GROUSERTEST,2.200,1.0011494324419232,,
2025-05-02T13:18:19.319453,GROUSERTEST,2.300,0.9652690804606087,,
2025-05-02T13:18:19.437958,GROUSERTEST,2.400,0.5421823391512081,,
2025-05-02T13:18:19.546329,GROUSERTEST,2.500,0.06365527429413673,,
2025-05-02T13:18:19.654104,GROUSERTEST,2.600,-0.5443352211367887,,
2025-05-02T13:18:19.774486,GROUSERTEST,2.700,-0.9817503554939478,,
2025-05-02T13:18:19.890035,GROUSERTEST,2.800,-0.970310548884011,,
2025-05-02T13:18:19.997655,GROUSERTEST,2.900,-0.6129815640996183,,
2025-05-02T13:18:20.120405,GROUSERTEST,3.000,0.09470447391925292,,
2025-05-02T13:18:20.217283,GROUSERTEST,3.100,0.6074578028902059,,
2025-05-02T13:18:20.325299,GROUSERTEST,3.200,0.9214486451846584,,
2025-05-02T13:18:20.440392,GROUSERTEST,3.300,0.9981540967321192,,
2025-05-02T13:18:20.541292,GROUSERTEST,3.400,0.49566281242028776,,
2025-05-02T13:18:20.654733,GROUSERTEST,3.500,0.037551752160252555,,
