timestamp,state,t,v1,v2,v3
2025-04-29T18:15:42.886101,LOADTEST,0.000,,,-0.033472272252237215
2025-04-29T18:15:42.991832,LOADTEST,0.100,,,0.8584436238332556
2025-04-29T18:15:43.108124,LOADTEST,0.200,,,0.6265497046466123
2025-04-29T18:15:43.225227,LOADTEST,0.300,,,-0.5260933577980613
2025-04-29T18:15:43.332827,LOADTEST,0.400,,,-0.9610736572006473
2025-04-29T18:15:43.435071,LOADTEST,0.500,,,-0.06558979365936074
2025-04-29T18:15:43.540118,LOADTEST,0.600,,,0.9912215954492688
2025-04-29T18:15:43.651949,LOADTEST,0.700,,,0.637025803772735
2025-04-29T18:15:43.761161,LOADTEST,0.800,,,-0.5758464110349389
2025-04-29T18:15:43.866823,LOADTEST,0.900,,,-0.9291324576291433
2025-04-29T18:15:43.978330,LOADTEST,1.000,,,0.086106413729764
2025-04-29T18:15:44.086560,LOADTEST,1.100,,,0.9587937905951543
2025-04-29T18:15:44.195646,LOADTEST,1.200,,,0.5145036442631817
2025-04-29T18:15:44.308335,LOADTEST,1.300,,,-0.6515728093370057
2025-04-29T18:15:44.419183,LOADTEST,1.400,,,-0.9798781793682636
2025-04-29T18:15:44.526940,LOADTEST,1.500,,,0.08744493160580284
2025-04-29T18:15:44.639341,LOADTEST,1.600,,,0.9420029928884465
2025-04-29T18:15:44.751531,LOADTEST,1.700,,,0.6559768240396779
2025-04-29T18:15:44.859216,LOADTEST,1.800,,,-0.5178239269702766
2025-04-29T18:15:44.964151,LOADTEST,1.900,,,-0.9329569411995208
2025-04-29T18:15:45.074543,LOADTEST,2.000,,,0.09575457615687498
2025-04-29T18:15:45.189115,LOADTEST,2.100,,,1.0339821999118508
2025-04-29T18:15:45.286808,LOADTEST,2.200,,,0.6410570861762324
2025-04-29T18:15:45.401182,LOADTEST,2.300,,,-0.6401255391619864
2025-04-29T18:15:45.511018,LOADTEST,2.400,,,-1.0083219882282117
2025-04-29T18:15:45.617527,LOADTEST,2.500,,,0.08846393104011319
2025-04-29T18:15:45.730089,LOADTEST,2.600,,,1.0283603792202267
2025-04-29T18:15:45.835476,LOADTEST,2.700,,,0.48817526957769886
2025-04-29T18:15:45.948255,LOADTEST,2.800,,,-0.5167564213540379
2025-04-29T18:15:46.050051,LOADTEST,2.900,,,-1.0369626294188325
2025-04-29T18:15:46.161965,LOADTEST,3.000,,,-0.09416314447352724
