timestamp,state,t,v1,v2,v3
2025-05-02T13:18:26.238200,LOADTEST,0.000,,,0.0036114029715109963
2025-05-02T13:18:26.344521,LOADTEST,0.100,,,0.8827103795396868
2025-05-02T13:18:26.466422,LOADTEST,0.200,,,0.632264889549173
2025-05-02T13:18:26.562956,LOADTEST,0.300,,,-0.5281952462599908
2025-05-02T13:18:26.679238,LOADTEST,0.400,,,-1.046502576501264
2025-05-02T13:18:26.777611,LOADTEST,0.500,,,-0.07691482126089391
2025-05-02T13:18:26.891582,LOADTEST,0.600,,,0.9042790556615851
2025-05-02T13:18:27.002797,LOADTEST,0.700,,,0.6019123192347579
2025-05-02T13:18:27.111621,LOADTEST,0.800,,,-0.4975040227158862
2025-05-02T13:18:27.222724,LOADTEST,0.900,,,-0.8722972207214591
2025-05-02T13:18:27.326157,LOADTEST,1.000,,,-0.01177756430464429
2025-05-02T13:18:27.433411,LOADTEST,1.100,,,0.9443545445346131
2025-05-02T13:18:27.547897,LOADTEST,1.200,,,0.656020798072848
2025-05-02T13:18:27.652682,LOADTEST,1.300,,,-0.49004198509192487
2025-05-02T13:18:27.763777,LOADTEST,1.400,,,-0.9112893808028212
2025-05-02T13:18:27.875295,LOADTEST,1.500,,,-0.056406821545563784
2025-05-02T13:18:27.984944,LOADTEST,1.600,,,0.9233540284385454
2025-05-02T13:18:28.101103,LOADTEST,1.700,,,0.5571936097086243
2025-05-02T13:18:28.203230,LOADTEST,1.800,,,-0.5237869473950785
2025-05-02T13:18:28.318112,LOADTEST,1.900,,,-0.8574104665029979
2025-05-02T13:18:28.420586,LOADTEST,2.000,,,0.005790864656897479
2025-05-02T13:18:28.530678,LOADTEST,2.100,,,0.9317220463873988
2025-05-02T13:18:28.648938,LOADTEST,2.200,,,0.5243949969132933
2025-05-02T13:18:28.746320,LOADTEST,2.300,,,-0.6232469829855538
2025-05-02T13:18:28.866423,LOADTEST,2.400,,,-0.9135002336314936
